index;Sku;Style Id;Catalog;Category;Weight;TP 1;TP 2;MRP Old;Final MRP Old;Ajio MRP;Amazon MRP;Amazon FBA MRP;Flipkart MRP;Limeroad MRP;Myntra MRP;Paytm MRP;Snapdeal MRP;Custom_Size
379;Os120_14412_M;Os120_14412;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;M
380;Os120_14412_L;Os120_14412;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;L
381;Os120_14412_XL;Os120_14412;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;XL
382;Os120_14412_2XL;Os120_14412;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1895;2XL
383;Os120_14412_3XL;Os120_14412;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1895;3XL
384;Os126_14249_S;Os126_14249;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;S
385;Os126_14249_M;Os126_14249;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;M
386;Os126_14249_L;Os126_14249;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;L
387;Os126_14249_XL;Os126_14249;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;XL
388;Os126_14249_2XL;Os126_14249;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;2XL
389;Os126_14249_3XL;Os126_14249;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;3XL
390;Os132_1866_S;Os132_1866;Mix;Kurta;0.3;286;231.66;1195;1195;1195;1195;1195;1195;1195;1195;1195;1195;S
391;Os132_1866_M;Os132_1866;Mix;Kurta;0.3;286;231.66;1195;1195;1195;1195;1195;1195;1195;1195;1195;1195;M
392;Os132_1866_L;Os132_1866;Mix;Kurta;0.3;286;231.66;1195;1195;1195;1195;1195;1195;1195;1195;1195;1195;L
393;Os132_1866_XL;Os132_1866;Mix;Kurta;0.3;286;231.66;1195;1195;1195;1195;1195;1195;1195;1195;1195;1195;XL
394;Os132_1866_2XL;Os132_1866;Mix;Kurta;0.3;286;231.66;1195;1195;1195;1195;1195;1195;1195;1195;1195;1195;2XL
395;Os132_1866_3XL;Os132_1866;Mix;Kurta;0.3;286;231.66;1195;1195;1195;1195;1195;1195;1195;1195;1195;1195;3XL
396;Os116_14254_S;Os116_14254;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;S
397;Os116_14254_M;Os116_14254;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;M
398;Os116_14254_L;Os116_14254;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;L
399;Os116_14254_XL;Os116_14254;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;XL
400;Os116_14254_2XL;Os116_14254;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;2XL
401;Os116_14254_3XL;Os116_14254;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;3XL
402;Os113_3090_S;Os113_3090;Mix;Kurta;0.3;500;405.00;1995;1995;1995;1995;1995;1995;2095;1995;1995;2095;S
403;Os113_3090_M;Os113_3090;Mix;Kurta;0.3;500;405.00;1995;1995;1995;1995;1995;1995;2095;1995;1995;2095;M
404;Os113_3090_L;Os113_3090;Mix;Kurta;0.3;500;405.00;1995;1995;1995;1995;1995;1995;2095;1995;1995;2095;L
405;Os113_3090_XL;Os113_3090;Mix;Kurta;0.3;500;405.00;1995;1995;1995;1995;1995;1995;2095;1995;1995;2095;XL
406;Os113_3090_2XL;Os113_3090;Mix;Kurta;0.3;500;405.00;1995;1995;1995;1995;1995;1995;2095;1995;1995;2095;2XL
407;Os113_3090_3XL;Os113_3090;Mix;Kurta;0.3;500;405.00;1995;1995;1995;1995;1995;1995;2095;1995;1995;2095;3XL
408;Os111_3074_S;Os111_3074;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;S
409;Os111_3074_M;Os111_3074;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;M
410;Os111_3074_L;Os111_3074;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;L
411;Os111_3074_XL;Os111_3074;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;XL
412;Os111_3074_2XL;Os111_3074;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;2XL
413;Os111_3074_3XL;Os111_3074;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;3XL
414;Os123_1332_S;Os123_1332;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;S
415;Os123_1332_M;Os123_1332;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;M
416;Os123_1332_L;Os123_1332;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;L
417;Os123_1332_XL;Os123_1332;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;XL
418;Os123_1332_2XL;Os123_1332;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;2XL
419;Os123_1332_3XL;Os123_1332;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;3XL
420;Os141_1331_S;Os141_1331;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;S
421;Os141_1331_M;Os141_1331;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;M
422;Os141_1331_L;Os141_1331;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;L
423;Os141_1331_XL;Os141_1331;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;XL
424;Os141_1331_2XL;Os141_1331;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;2XL
425;Os141_1331_3XL;Os141_1331;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;3XL
426;Os102_14255_S;Os102_14255;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;S
427;Os102_14255_M;Os102_14255;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;M
428;Os102_14255_L;Os102_14255;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;L
429;Os102_14255_XL;Os102_14255;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;XL
430;Os102_14255_2XL;Os102_14255;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;2XL
431;Os102_14255_3XL;Os102_14255;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;3XL
432;Os104_1276_S;Os104_1276;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;S
433;Os104_1276_M;Os104_1276;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;M
434;Os104_1276_L;Os104_1276;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;L
435;Os104_1276_XL;Os104_1276;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;XL
436;Os104_1276_2XL;Os104_1276;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;2XL
437;Os104_1276_3XL;Os104_1276;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;3XL
438;Os106_14213_S;Os106_14213;Mix;Kurta;0.3;581;470.61;2395;2395;2395;2395;2395;2395;2495;2395;2395;2395;S
439;Os106_14213_M;Os106_14213;Mix;Kurta;0.3;581;470.61;2395;2395;2395;2395;2395;2395;2495;2395;2395;2395;M
440;Os106_14213_L;Os106_14213;Mix;Kurta;0.3;581;470.61;2395;2395;2395;2395;2395;2395;2495;2395;2395;2495;L
441;Os106_14213_XL;Os106_14213;Mix;Kurta;0.3;581;470.61;2395;2395;2395;2395;2395;2395;2495;2395;2395;2495;XL
442;Os106_14213_2XL;Os106_14213;Mix;Kurta;0.3;581;470.61;2395;2395;2395;2395;2395;2395;2495;2395;2395;2395;2XL
443;Os106_14213_3XL;Os106_14213;Mix;Kurta;0.3;581;470.61;2395;2395;2395;2395;2395;2395;2495;2395;2395;2395;3XL
444;Os105_3062_S;Os105_3062;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;S
445;Os105_3062_M;Os105_3062;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;M
446;Os105_3062_L;Os105_3062;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;L
447;Os105_3062_XL;Os105_3062;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;XL
448;Os105_3062_2XL;Os105_3062;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;2XL
449;Os105_3062_3XL;Os105_3062;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;3XL
450;Os109_3095_S;Os109_3095;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;S
451;Os109_3095_M;Os109_3095;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;M
452;Os109_3095_L;Os109_3095;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;L
453;Os109_3095_XL;Os109_3095;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;XL
454;Os109_3095_2XL;Os109_3095;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;2XL
455;Os109_3095_3XL;Os109_3095;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;3XL
456;Os173_3090_S;Os173_3090;Mix;Kurta;0.3;457;370.17;1895;1895;1895;1895;1895;1895;1895;1895;1895;1895;S
457;Os173_3090_M;Os173_3090;Mix;Kurta;0.3;457;370.17;1895;1895;1895;1895;1895;1895;1895;1895;1895;1895;M
458;Os173_3090_L;Os173_3090;Mix;Kurta;0.3;457;370.17;1895;1895;1895;1895;1895;1895;1895;1895;1895;1895;L
459;Os173_3090_XL;Os173_3090;Mix;Kurta;0.3;457;370.17;1895;1895;1895;1895;1895;1895;1895;1895;1895;1895;XL
460;Os173_3090_2XL;Os173_3090;Mix;Kurta;0.3;457;370.17;1895;1895;1895;1895;1895;1895;1895;1895;1895;1895;2XL
461;Os173_3090_3XL;Os173_3090;Mix;Kurta;0.3;457;370.17;1895;1895;1895;1895;1895;1895;1895;1895;1895;1895;3XL
462;Os187_5073_S;Os187_5073;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1695;1695;S
463;Os187_5073_M;Os187_5073;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1695;1695;M
464;Os187_5073_L;Os187_5073;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1695;1695;L
465;Os187_5073_XL;Os187_5073;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1695;1695;XL
466;Os187_5073_2XL;Os187_5073;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1695;1695;2XL
467;Os187_5073_3XL;Os187_5073;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1695;1695;3XL
468;Os215_5072_S;Os215_5072;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1695;1795;S
469;Os215_5072_M;Os215_5072;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1695;1795;M
470;Os215_5072_L;Os215_5072;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1695;1795;L
471;Os215_5072_XL;Os215_5072;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1695;1795;XL
472;Os215_5072_2XL;Os215_5072;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1695;1795;2XL
473;Os215_5072_3XL;Os215_5072;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1695;1795;3XL
474;Os103_4171_S;Os103_4171;Mix;Kurta;0.3;500;405.00;1995;1995;1995;1995;1995;1995;2095;1995;1995;2095;S
475;Os103_4171_XS;Os103_4171;Mix;Kurta;0.3;500;405.00;1995;1995;1995;1995;1995;1995;2095;1995;1995;2095;XS
476;Os103_4171_M;Os103_4171;Mix;Kurta;0.3;500;405.00;1995;1995;1995;1995;1995;1995;2095;1995;1995;2095;M
477;Os103_4171_L;Os103_4171;Mix;Kurta;0.3;500;405.00;1995;1995;1995;1995;1995;1995;2095;1995;1995;2095;L
478;Os103_4171_XL;Os103_4171;Mix;Kurta;0.3;500;405.00;1995;1995;1995;1995;1995;1995;2095;1995;1995;2095;XL
479;Os103_4171_2XL;Os103_4171;Mix;Kurta;0.3;500;405.00;1995;1995;1995;1995;1995;1995;2095;1995;1995;2095;2XL
480;Os103_4171_3XL;Os103_4171;Mix;Kurta;0.3;500;405.00;1995;1995;1995;1995;1995;1995;2095;1995;1995;2095;3XL
481;Os216_3095_M;Os216_3095;Mix;Kurta;0.3;457;370.17;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;M
482;Os216_3095_S;Os216_3095;Mix;Kurta;0.3;457;370.17;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;S
483;Os216_3095_L;Os216_3095;Mix;Kurta;0.3;457;370.17;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;L
484;Os216_3095_XL;Os216_3095;Mix;Kurta;0.3;457;370.17;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;XL
485;Os216_3095_2XL;Os216_3095;Mix;Kurta;0.3;457;370.17;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;2XL
486;Os216_3095_3XL;Os216_3095;Mix;Kurta;0.3;457;370.17;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;3XL
487;Os217_5071_S;Os217_5071;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1695;1695;S
488;Os217_5071_M;Os217_5071;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1695;1695;M
489;Os217_5071_L;Os217_5071;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1695;1695;L
490;Os217_5071_XL;Os217_5071;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1695;1695;XL
491;Os217_5071_2XL;Os217_5071;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1695;1695;2XL
492;Os217_5071_3XL;Os217_5071;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1695;1695;3XL
493;Os152_S;Os152;Mix;Kurta;0.3;425;344.25;1795;1795;1795;1695;1695;1795;1795;1795;1795;1795;S
494;Os152_M;Os152;Mix;Kurta;0.3;425;344.25;1795;1795;1795;1695;1695;1795;1795;1795;1795;1795;M
495;Os152_L;Os152;Mix;Kurta;0.3;425;344.25;1795;1795;1795;1695;1695;1795;1795;1795;1795;1795;L
496;Os152_XL;Os152;Mix;Kurta;0.3;425;344.25;1795;1795;1795;1695;1695;1795;1795;1795;1795;1795;XL
497;Os152_2XL;Os152;Mix;Kurta;0.3;425;344.25;1795;1795;1795;1695;1695;1795;1795;1795;1795;1795;2XL
498;Os152_3XL;Os152;Mix;Kurta;0.3;425;344.25;1795;1795;1795;1695;1695;1795;1795;1795;1795;1795;3XL
499;Os149_S;Os149;Mix;Kurta;0.3;425;344.25;1795;1795;1795;1695;1695;1795;1795;1795;1795;1795;S
500;Os149_M;Os149;Mix;Kurta;0.3;425;344.25;1795;1795;1795;1695;1695;1795;1795;1795;1795;1795;M
501;Os149_L;Os149;Mix;Kurta;0.3;425;344.25;1795;1795;1795;1695;1695;1795;1795;1795;1795;1795;L
502;Os149_XL;Os149;Mix;Kurta;0.3;425;344.25;1795;1795;1795;1695;1695;1795;1795;1795;1795;1795;XL
503;Os149_2XL;Os149;Mix;Kurta;0.3;425;344.25;1795;1795;1795;1695;1695;1795;1795;1795;1795;1795;2XL
504;Os149_3XL;Os149;Mix;Kurta;0.3;425;344.25;1795;1795;1795;1695;1695;1795;1795;1795;1795;1795;3XL
505;Os221_S;Os221;Mix;Kurta;0.3;425;344.25;1795;1795;1795;1695;1695;1795;1795;1795;1795;1795;S
506;Os221_M;Os221;Mix;Kurta;0.3;425;344.25;1795;1795;1795;1695;1695;1795;1795;1795;1795;1795;M
507;Os221_L;Os221;Mix;Kurta;0.3;425;344.25;1795;1795;1795;1695;1695;1795;1795;1795;1795;1795;L
508;Os221_XL;Os221;Mix;Kurta;0.3;425;344.25;1795;1795;1795;1695;1695;1795;1795;1795;1795;1795;XL
509;Os221_2XL;Os221;Mix;Kurta;0.3;425;344.25;1795;1795;1795;1695;1695;1795;1795;1795;1795;1795;2XL
510;Os221_3XL;Os221;Mix;Kurta;0.3;425;344.25;1795;1795;1795;1695;1695;1795;1795;1795;1795;1795;3XL
511;Os153_S;Os153;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1895;1895;1695;1695;1695;1695;1695;S
512;Os153_M;Os153;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1895;1895;1695;1695;1695;1695;1695;M
513;Os153_L;Os153;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1895;1895;1695;1695;1695;1695;1695;L
514;Os153_XL;Os153;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1895;1895;1695;1695;1695;1695;1695;XL
515;Os153_2XL;Os153;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1895;1895;1695;1695;1695;1695;1695;2XL
516;Os153_3XL;Os153;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1895;1895;1695;1695;1695;1695;1695;3XL
517;Os158_S;Os158;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1895;1895;1695;1695;1695;1695;1695;S
518;Os158_M;Os158;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1895;1895;1695;1695;1695;1695;1695;M
519;Os158_L;Os158;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1895;1895;1695;1695;1695;1695;1695;L
520;Os158_XL;Os158;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1895;1895;1695;1695;1695;1695;1695;XL
521;Os158_2XL;Os158;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1895;1895;1695;1695;1695;1695;1695;2XL
522;Os158_3XL;Os158;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1895;1895;1695;1695;1695;1695;1695;3XL
523;Os150_S;Os150;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1895;1895;1695;1695;1695;1695;1695;S
524;Os150_M;Os150;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1895;1895;1695;1695;1695;1695;1695;M
525;Os150_L;Os150;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1895;1895;1695;1695;1695;1695;1695;L
526;Os150_XL;Os150;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1895;1895;1695;1695;1695;1695;1695;XL
527;Os150_2XL;Os150;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1895;1895;1695;1695;1695;1695;1695;2XL
528;Os150_3XL;Os150;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1895;1895;1695;1695;1695;1695;1695;3XL
529;Os148_S;Os148;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;S
530;Os148_M;Os148;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;M
531;Os148_L;Os148;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;L
532;Os148_XL;Os148;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;XL
533;Os148_2XL;Os148;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;2XL
534;Os148_3XL;Os148;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;3XL
535;Os154_S;Os154;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1895;1895;1695;1695;1695;1695;1695;S
536;Os154_M;Os154;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1895;1895;1695;1695;1695;1695;1695;M
537;Os154_L;Os154;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1895;1895;1695;1695;1695;1695;1695;L
538;Os154_XL;Os154;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1895;1895;1695;1695;1695;1695;1695;XL
539;Os154_2XL;Os154;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1895;1895;1695;1695;1695;1695;1695;2XL
540;Os154_3XL;Os154;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1895;1895;1695;1695;1695;1695;1695;3XL
541;Os164_S;Os164;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;S
542;Os164_M;Os164;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;M
543;Os164_L;Os164;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;L
544;Os164_XL;Os164;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;XL
545;Os164_2XL;Os164;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;2XL
546;Os164_3XL;Os164;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;3XL
547;Os168_S;Os168;Mix;Kurta;0.3;395;319.95;1695;1695;1695;2495;2495;1695;1695;1695;1695;1695;S
548;Os168_M;Os168;Mix;Kurta;0.3;395;319.95;1695;1695;1695;2495;2495;1695;1695;1695;1695;1695;M
549;Os168_L;Os168;Mix;Kurta;0.3;395;319.95;1695;1695;1695;2495;2495;1695;1695;1695;1695;1695;L
550;Os168_XL;Os168;Mix;Kurta;0.3;395;319.95;1695;1695;1695;2495;2495;1695;1695;1695;1695;1695;XL
551;Os168_2XL;Os168;Mix;Kurta;0.3;395;319.95;1695;1695;1695;2495;2495;1695;1695;1695;1695;1695;2XL
552;Os168_3XL;Os168;Mix;Kurta;0.3;395;319.95;1695;1695;1695;2495;2495;1695;1695;1695;1695;1695;3XL
553;Os157_S;Os157;Mix;Kurta;0.3;425;344.25;1795;1795;1795;1795;1795;1795;1795;1795;1795;1795;S
554;Os157_M;Os157;Mix;Kurta;0.3;425;344.25;1795;1795;1795;1795;1795;1795;1795;1795;1795;1795;M
555;Os157_L;Os157;Mix;Kurta;0.3;425;344.25;1795;1795;1795;1795;1795;1795;1795;1795;1795;1795;L
556;Os157_XL;Os157;Mix;Kurta;0.3;425;344.25;1795;1795;1795;1795;1795;1795;1795;1795;1795;1795;XL
557;Os157_2XL;Os157;Mix;Kurta;0.3;425;344.25;1795;1795;1795;1795;1795;1795;1795;1795;1795;1795;2XL
558;Os157_3XL;Os157;Mix;Kurta;0.3;425;344.25;1795;1795;1795;1795;1795;1795;1795;1795;1795;1795;3XL
559;Os167_XS;Os167;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;XS
560;Os167_S;Os167;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;S
561;Os167_M;Os167;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;M
562;Os167_L;Os167;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;L
563;Os167_XL;Os167;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;XL
564;Os167_2XL;Os167;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;2XL
565;Os167_3XL;Os167;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;3XL
566;Os161_S;Os161;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;S
567;Os161_M;Os161;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;M
568;Os161_L;Os161;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;L
569;Os161_XL;Os161;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;XL
570;Os161_2XL;Os161;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;2XL
571;Os161_3XL;Os161;Mix;Kurta;0.3;395;319.95;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;3XL
572;Os135_14274_S;Os135_14274;Mix;Gown;0.4;695;562.95;2795;2795;2795;2795;2795;2795;2795;2795;2795;2795;S
573;Os135_14274_M;Os135_14274;Mix;Gown;0.4;695;562.95;2795;2795;2795;2795;2795;2795;2795;2795;2795;2795;M
574;Os135_14274_L;Os135_14274;Mix;Gown;0.4;695;562.95;2795;2795;2795;2795;2795;2795;2795;2795;2795;2795;L
575;Os135_14274_XL;Os135_14274;Mix;Gown;0.4;695;562.95;2795;2795;2795;2795;2795;2795;2795;2795;2795;2795;XL
576;Os135_14274_2XL;Os135_14274;Mix;Gown;0.4;695;562.95;2795;2795;2795;2795;2795;2795;2795;2795;2795;2795;2XL
577;Os137_14380_S;Os137_14380;Mix;Gown;0.4;695;562.95;2795;2795;2795;2795;2795;2795;2795;2795;2795;2795;S
578;Os137_14380_M;Os137_14380;Mix;Gown;0.4;695;562.95;2795;2795;2795;2795;2795;2795;2795;2795;2795;2795;M
579;Os137_14380_L;Os137_14380;Mix;Gown;0.4;695;562.95;2795;2795;2795;2795;2795;2795;2795;2795;2795;2795;L
580;Os137_14380_XL;Os137_14380;Mix;Gown;0.4;695;562.95;2795;2795;2795;2795;2795;2795;2795;2795;2795;2795;XL
581;Os137_14380_2XL;Os137_14380;Mix;Gown;0.4;695;562.95;2795;2795;2795;2795;2795;2795;2795;2795;2795;2795;2XL
