index;Sku;Style Id;Catalog;Category;Weight;TP 1;TP 2;MRP Old;Final MRP Old;Ajio MRP;Amazon MRP;Amazon FBA MRP;Flipkart MRP;Limeroad MRP;Myntra MRP;Paytm MRP;Snapdeal MRP;Custom_Size
183;Os208_5043_XL;Os208_5043;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;XL
184;Os208_5043_2XL;Os208_5043;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;2XL
185;Os208_5043_3XL;Os208_5043;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;3XL
186;Os183_5044_S;Os183_5044;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;S
187;Os183_5044_M;Os183_5044;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;M
188;Os183_5044_L;Os183_5044;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;L
189;Os183_5044_XL;Os183_5044;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;XL
190;Os183_5044_2XL;Os183_5044;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;2XL
191;Os183_5044_3XL;Os183_5044;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;3XL
192;Os198_5045_S;Os198_5045;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;S
193;Os198_5045_M;Os198_5045;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;M
194;Os198_5045_L;Os198_5045;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;L
195;Os198_5045_XL;Os198_5045;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;XL
196;Os198_5045_2XL;Os198_5045;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;2XL
197;Os198_5045_3XL;Os198_5045;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;3XL
198;Os199_5046_S;Os199_5046;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;S
199;Os199_5046_M;Os199_5046;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;M
200;Os199_5046_L;Os199_5046;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;L
201;Os199_5046_XL;Os199_5046;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;XL
202;Os199_5046_2XL;Os199_5046;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;2XL
203;Os199_5046_3XL;Os199_5046;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;3XL
204;Os170_5048_S;Os170_5048;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;S
205;Os170_5048_M;Os170_5048;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;M
206;Os170_5048_L;Os170_5048;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;L
207;Os170_5048_XL;Os170_5048;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;XL
208;Os170_5048_2XL;Os170_5048;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;2XL
209;Os170_5048_3XL;Os170_5048;Colors-7;Kurta;0.3;381;308.61;1538;1595;1595;1595;1595;1595;1595;1595;1595;1595;3XL
210;Os235_1112_S;Os235_1112;Mix;Kurta;0.3;952;771.12;3858;3995;3995;3995;3995;3995;3995;3995;3995;3995;S
211;Os235_1112_M;Os235_1112;Mix;Kurta;0.3;952;771.12;3858;3995;3995;3995;3995;3995;3995;3995;3995;3995;M
212;Os235_1112_L;Os235_1112;Mix;Kurta;0.3;952;771.12;3858;3995;3995;3995;3995;3995;3995;3995;3995;3995;L
213;Os235_1112_XL;Os235_1112;Mix;Kurta;0.3;952;771.12;3858;3995;3995;3995;3995;3995;3995;3995;3995;3995;XL
214;Os235_1112_2XL;Os235_1112;Mix;Kurta;0.3;952;771.12;3858;3995;3995;3995;3995;3995;3995;3995;3995;3995;2XL
215;Os235_1112_3XL;Os235_1112;Mix;Kurta;0.3;952;771.12;3858;3995;3995;3995;3995;3995;3995;3995;3995;3995;3XL
216;Os233_1058_S;Os233_1058;Mix;Kurta;0.3;952;771.12;3858;3995;3995;3995;3995;3995;3995;3995;3995;3995;S
217;Os233_1058_M;Os233_1058;Mix;Kurta;0.3;952;771.12;3858;3995;3995;3995;3995;3995;3995;3995;3995;3995;M
218;Os233_1058_L;Os233_1058;Mix;Kurta;0.3;952;771.12;3858;3995;3995;3995;3995;3995;3995;3995;3995;3995;L
219;Os233_1058_XL;Os233_1058;Mix;Kurta;0.3;952;771.12;3858;3995;3995;3995;3995;3995;3995;3995;3995;3995;XL
220;Os233_1058_2XL;Os233_1058;Mix;Kurta;0.3;952;771.12;3858;3995;3995;3995;3995;3995;3995;3995;3995;3995;2XL
221;Os233_1058_3XL;Os233_1058;Mix;Kurta;0.3;952;771.12;3858;3995;3995;3995;3995;3995;3995;3995;3995;3995;3XL
222;Os179_1116_S;Os179_1116;Mix;Kurta;0.3;570;461.70;2298;2395;2395;2395;2395;2395;2395;2395;2395;2395;S
223;Os179_1116_M;Os179_1116;Mix;Kurta;0.3;570;461.70;2298;2395;2395;2395;2395;2395;2395;2395;2395;2395;M
224;Os179_1116_L;Os179_1116;Mix;Kurta;0.3;570;461.70;2298;2395;2395;2395;2395;2395;2395;2395;2395;2395;L
225;Os179_1116_XL;Os179_1116;Mix;Kurta;0.3;570;461.70;2298;2395;2395;2395;2395;2395;2395;2395;2395;2395;XL
226;Os179_1116_2XL;Os179_1116;Mix;Kurta;0.3;570;461.70;2298;2395;2395;2395;2395;2395;2395;2395;2395;2395;2XL
227;Os179_1116_3XL;Os179_1116;Mix;Kurta;0.3;570;461.70;2298;2395;2395;2395;2395;2395;2395;2395;2395;2395;3XL
228;Os210_3137_S;Os210_3137;Mix;Kurta;0.3;519;420.39;2098;2195;2195;2195;2195;2195;2195;2195;2195;2195;S
229;Os210_3137_M;Os210_3137;Mix;Kurta;0.3;519;420.39;2098;2195;2195;2195;2195;2195;2195;2195;2195;2195;M
230;Os210_3137_L;Os210_3137;Mix;Kurta;0.3;519;420.39;2098;2195;2195;2195;2195;2195;2195;2195;2195;2195;L
231;Os210_3137_XL;Os210_3137;Mix;Kurta;0.3;519;420.39;2098;2195;2195;2195;2195;2195;2195;2195;2195;2195;XL
232;Os210_3137_2XL;Os210_3137;Mix;Kurta;0.3;519;420.39;2098;2195;2195;2195;2195;2195;2195;2195;2195;2195;2XL
233;Os210_3137_3XL;Os210_3137;Mix;Kurta;0.3;519;420.39;2098;2195;2195;2195;2195;2195;2195;2195;2195;2195;3XL
234;Os177_1057_S;Os177_1057;Mix;Kurta;0.3;714;578.34;2878;2995;2995;2995;2995;2995;2995;2995;2995;2995;S
235;Os177_1057_M;Os177_1057;Mix;Kurta;0.3;714;578.34;2878;2995;2995;2995;2995;2995;2995;2995;2995;2995;M
236;Os177_1057_L;Os177_1057;Mix;Kurta;0.3;714;578.34;2878;2995;2995;2995;2995;2995;2995;2995;2995;2995;L
237;Os177_1057_XL;Os177_1057;Mix;Kurta;0.3;714;578.34;2878;2995;2995;2995;2995;2995;2995;2995;2995;2995;XL
238;Os177_1057_2XL;Os177_1057;Mix;Kurta;0.3;714;578.34;2878;2995;2995;2995;2995;2995;2995;2995;2995;2995;2XL
239;Os177_1057_3XL;Os177_1057;Mix;Kurta;0.3;714;578.34;2878;2995;2995;2995;2995;2995;2995;2995;2995;2995;3XL
240;Os180_3134_S;Os180_3134;Mix;Kurta;0.3;519;420.39;2098;2195;2195;2195;2195;2195;2195;2195;2195;2195;S
241;Os180_3134_M;Os180_3134;Mix;Kurta;0.3;519;420.39;2098;2195;2195;2195;2195;2195;2195;2195;2195;2195;M
242;Os180_3134_L;Os180_3134;Mix;Kurta;0.3;519;420.39;2098;2195;2195;2195;2195;2195;2195;2195;2195;2195;L
243;Os180_3134_XL;Os180_3134;Mix;Kurta;0.3;519;420.39;2098;2195;2195;2195;2195;2195;2195;2195;2195;2195;XL
244;Os180_3134_2XL;Os180_3134;Mix;Kurta;0.3;519;420.39;2098;2195;2195;2195;2195;2195;2195;2195;2195;2195;2XL
245;Os180_3134_3XL;Os180_3134;Mix;Kurta;0.3;519;420.39;2098;2195;2195;2195;2195;2195;2195;2195;2195;2195;3XL
246;Os178_1115_S;Os178_1115;Mix;Kurta;0.3;595;481.95;2398;2495;2495;2495;2495;2495;2495;2495;2495;2495;S
247;Os178_1115_M;Os178_1115;Mix;Kurta;0.3;595;481.95;2398;2495;2495;2495;2495;2495;2495;2495;2495;2495;M
248;Os178_1115_L;Os178_1115;Mix;Kurta;0.3;595;481.95;2398;2495;2495;2495;2495;2495;2495;2495;2495;2495;L
249;Os178_1115_XL;Os178_1115;Mix;Kurta;0.3;595;481.95;2398;2495;2495;2495;2495;2495;2495;2495;2495;2495;XL
250;Os178_1115_2XL;Os178_1115;Mix;Kurta;0.3;595;481.95;2398;2495;2495;2495;2495;2495;2495;2495;2495;2495;2XL
251;Os178_1115_3XL;Os178_1115;Mix;Kurta;0.3;595;481.95;2398;2495;2495;2495;2495;2495;2495;2495;2495;2495;3XL
252;Os211_3011_S;Os211_3011;Mix;Kurta;0.3;467;378.27;1878;1995;1995;1995;1995;1995;1995;1995;1995;1995;S
253;Os211_3011_M;Os211_3011;Mix;Kurta;0.3;467;378.27;1878;1995;1995;1995;1995;1995;1995;1995;1995;1995;M
254;Os211_3011_L;Os211_3011;Mix;Kurta;0.3;467;378.27;1878;1995;1995;1995;1995;1995;1995;1995;1995;1995;L
255;Os211_3011_XL;Os211_3011;Mix;Kurta;0.3;467;378.27;1878;1995;1995;1995;1995;1995;1995;1995;1995;1995;XL
256;Os211_3011_2XL;Os211_3011;Mix;Kurta;0.3;467;378.27;1878;1995;1995;1995;1995;1995;1995;1995;1995;1995;2XL
257;Os211_3011_3XL;Os211_3011;Mix;Kurta;0.3;467;378.27;1878;1995;1995;1995;1995;1995;1995;1995;1995;1995;3XL
258;Os171_1096_S;Os171_1096;Mix;Kurta;0.3;552;447.12;2238;2395;2395;2395;2395;2395;2395;2395;2395;2395;S
259;Os171_1096_M;Os171_1096;Mix;Kurta;0.3;552;447.12;2238;2395;2395;2395;2395;2395;2395;2395;2395;2395;M
260;Os171_1096_L;Os171_1096;Mix;Kurta;0.3;552;447.12;2238;2395;2395;2395;2395;2395;2395;2395;2395;2395;L
261;Os171_1096_XL;Os171_1096;Mix;Kurta;0.3;552;447.12;2238;2395;2395;2395;2395;2395;2395;2395;2395;2395;XL
262;Os171_1096_2XL;Os171_1096;Mix;Kurta;0.3;552;447.12;2238;2395;2395;2395;2395;2395;2395;2395;2395;2395;2XL
263;Os171_1096_3XL;Os171_1096;Mix;Kurta;0.3;552;447.12;2238;2395;2395;2395;2395;2395;2395;2395;2395;2395;3XL
264;Os184_1127_S;Os184_1127;Mix;Kurta;0.3;529;428.49;2138;2295;2295;2295;2295;2295;2295;2295;2295;2295;S
265;Os184_1127_M;Os184_1127;Mix;Kurta;0.3;529;428.49;2138;2295;2295;2295;2295;2295;2295;2295;2295;2295;M
266;Os184_1127_L;Os184_1127;Mix;Kurta;0.3;529;428.49;2138;2295;2295;2295;2295;2295;2295;2295;2295;2295;L
267;Os184_1127_XL;Os184_1127;Mix;Kurta;0.3;529;428.49;2138;2295;2295;2295;2295;2295;2295;2295;2295;2295;XL
268;Os184_1127_2XL;Os184_1127;Mix;Kurta;0.3;529;428.49;2138;2295;2295;2295;2295;2295;2295;2295;2295;2295;2XL
269;Os184_1127_3XL;Os184_1127;Mix;Kurta;0.3;529;428.49;2138;2295;2295;2295;2295;2295;2295;2295;2295;2295;3XL
270;Os231_1384_S;Os231_1384;Mix;Kurta Set;0.4;662;536.22;2678;2795;2795;2795;2795;2795;2795;2795;2795;2795;S
271;Os231_1384_M;Os231_1384;Mix;Kurta Set;0.4;662;536.22;2678;2795;2795;2795;2795;2795;2795;2795;2795;2795;M
272;Os231_1384_L;Os231_1384;Mix;Kurta Set;0.4;662;536.22;2678;2795;2795;2795;2795;2795;2795;2795;2795;2795;L
273;Os231_1384_XL;Os231_1384;Mix;Kurta Set;0.4;662;536.22;2678;2795;2795;2795;2795;2795;2795;2795;2795;2795;XL
274;Os231_1384_2XL;Os231_1384;Mix;Kurta Set;0.4;662;536.22;2678;2795;2795;2795;2795;2795;2795;2795;2795;2795;2XL
275;Os231_1384_3XL;Os231_1384;Mix;Kurta Set;0.4;662;536.22;2678;2795;2795;2795;2795;2795;2795;2795;2795;2795;3XL
276;Os186_1377_S;Os186_1377;Mix;Kurta;0.3;538;435.78;2178;2295;2295;2295;2295;2295;2295;2295;2295;2295;S
277;Os186_1377_M;Os186_1377;Mix;Kurta;0.3;538;435.78;2178;2295;2295;2295;2295;2295;2295;2295;2295;2295;M
278;Os186_1377_L;Os186_1377;Mix;Kurta;0.3;538;435.78;2178;2295;2295;2295;2295;2295;2295;2295;2295;2295;L
279;Os186_1377_XL;Os186_1377;Mix;Kurta;0.3;538;435.78;2178;2295;2295;2295;2295;2295;2295;2295;2295;2295;XL
280;Os186_1377_2XL;Os186_1377;Mix;Kurta;0.3;538;435.78;2178;2295;2295;2295;2295;2295;2295;2295;2295;2295;2XL
281;Os186_1377_3XL;Os186_1377;Mix;Kurta;0.3;538;435.78;2178;2295;2295;2295;2295;2295;2295;2295;2295;2295;3XL
282;Os185_1105_S;Os185_1105;Mix;Kurta;0.3;529;428.49;2138;2295;2295;2295;2295;2295;2295;2295;2295;2295;S
283;Os185_1105_M;Os185_1105;Mix;Kurta;0.3;529;428.49;2138;2295;2295;2295;2295;2295;2295;2295;2295;2295;M
284;Os185_1105_L;Os185_1105;Mix;Kurta;0.3;529;428.49;2138;2295;2295;2295;2295;2295;2295;2295;2295;2295;L
285;Os185_1105_XL;Os185_1105;Mix;Kurta;0.3;529;428.49;2138;2295;2295;2295;2295;2295;2295;2295;2295;2295;XL
286;Os185_1105_2XL;Os185_1105;Mix;Kurta;0.3;529;428.49;2138;2295;2295;2295;2295;2295;2295;2295;2295;2295;2XL
287;Os185_1105_3XL;Os185_1105;Mix;Kurta;0.3;529;428.49;2138;2295;2295;2295;2295;2295;2295;2295;2295;2295;3XL
288;Os190_1128_S;Os190_1128;Mix;Kurta;0.3;570;461.70;2298;2295;2295;2295;2295;2295;2295;2295;2295;2295;S
289;Os190_1128_M;Os190_1128;Mix;Kurta;0.3;570;461.70;2298;2295;2295;2295;2295;2295;2295;2295;2295;2295;M
290;Os190_1128_L;Os190_1128;Mix;Kurta;0.3;570;461.70;2298;2295;2295;2295;2295;2295;2295;2295;2295;2295;L
291;Os190_1128_XL;Os190_1128;Mix;Kurta;0.3;570;461.70;2298;2295;2295;2295;2295;2295;2295;2295;2295;2295;XL
292;Os190_1128_2XL;Os190_1128;Mix;Kurta;0.3;570;461.70;2298;2295;2295;2295;2295;2295;2295;2295;2295;2295;2XL
293;Os190_1128_3XL;Os190_1128;Mix;Kurta;0.3;570;461.70;2298;2295;2295;2295;2295;2295;2295;2295;2295;2295;3XL
294;Os192_1124_S;Os192_1124;Mix;Kurta;0.3;570;461.70;2298;2295;2295;2295;2295;2295;2295;2295;2295;2295;S
295;Os192_1124_M;Os192_1124;Mix;Kurta;0.3;570;461.70;2298;2295;2295;2295;2295;2295;2295;2295;2295;2295;M
296;Os192_1124_L;Os192_1124;Mix;Kurta;0.3;570;461.70;2298;2295;2295;2295;2295;2295;2295;2295;2295;2295;L
297;Os192_1124_XL;Os192_1124;Mix;Kurta;0.3;570;461.70;2298;2295;2295;2295;2295;2295;2295;2295;2295;2295;XL
298;Os192_1124_2XL;Os192_1124;Mix;Kurta;0.3;570;461.70;2298;2295;2295;2295;2295;2295;2295;2295;2295;2295;2XL
299;Os192_1124_3XL;Os192_1124;Mix;Kurta;0.3;570;461.70;2298;2295;2295;2295;2295;2295;2295;2295;2295;2295;3XL
300;Os172_1092_S;Os172_1092;Mix;Kurta;0.3;570;461.70;2298;2295;2295;2295;2295;2295;2295;2295;2295;2295;S
301;Os172_1092_M;Os172_1092;Mix;Kurta;0.3;570;461.70;2298;2295;2295;2295;2295;2295;2295;2295;2295;2295;M
302;Os172_1092_L;Os172_1092;Mix;Kurta;0.3;570;461.70;2298;2295;2295;2295;2295;2295;2295;2295;2295;2295;L
303;Os172_1092_XL;Os172_1092;Mix;Kurta;0.3;570;461.70;2298;2295;2295;2295;2295;2295;2295;2295;2295;2295;XL
304;Os172_1092_2XL;Os172_1092;Mix;Kurta;0.3;570;461.70;2298;2295;2295;2295;2295;2295;2295;2295;2295;2295;2XL
305;Os172_1092_3XL;Os172_1092;Mix;Kurta;0.3;570;461.70;2298;2295;2295;2295;2295;2295;2295;2295;2295;2295;3XL
306;Os176_1015_S;Os176_1015;Mix;Kurta;0.3;724;586.44;2918;3095;3095;3095;3095;3095;3095;3095;3095;3095;S
307;Os176_1015_M;Os176_1015;Mix;Kurta;0.3;724;586.44;2918;3095;3095;3095;3095;3095;3095;3095;3095;3095;M
308;Os176_1015_L;Os176_1015;Mix;Kurta;0.3;724;586.44;2918;3095;3095;3095;3095;3095;3095;3095;3095;3095;L
309;Os176_1015_XL;Os176_1015;Mix;Kurta;0.3;724;586.44;2918;3095;3095;3095;3095;3095;3095;3095;3095;3095;XL
310;Os176_1015_2XL;Os176_1015;Mix;Kurta;0.3;724;586.44;2918;3095;3095;3095;3095;3095;3095;3095;3095;3095;2XL
311;Os176_1015_3XL;Os176_1015;Mix;Kurta;0.3;724;586.44;2918;3095;3095;3095;3095;3095;3095;3095;3095;3095;3XL
312;Os196_1371_S;Os196_1371;Mix;Kurta;0.3;538;435.78;2178;2295;2295;2295;2295;2295;2295;2295;2295;2295;S
313;Os196_1371_M;Os196_1371;Mix;Kurta;0.3;538;435.78;2178;2295;2295;2295;2295;2295;2295;2295;2295;2295;M
314;Os196_1371_L;Os196_1371;Mix;Kurta;0.3;538;435.78;2178;2295;2295;2295;2295;2295;2295;2295;2295;2295;L
315;Os196_1371_XL;Os196_1371;Mix;Kurta;0.3;538;435.78;2178;2295;2295;2295;2295;2295;2295;2295;2295;2295;XL
316;Os196_1371_2XL;Os196_1371;Mix;Kurta;0.3;538;435.78;2178;2295;2295;2295;2295;2295;2295;2295;2295;2295;2XL
317;Os196_1371_3XL;Os196_1371;Mix;Kurta;0.3;538;435.78;2178;2295;2295;2295;2295;2295;2295;2295;2295;2295;3XL
318;Os193_1062_S;Os193_1062;Mix;Kurta;0.3;570;461.70;2298;2395;2395;2395;2395;2395;2395;2395;2395;2395;S
319;Os193_1062_M;Os193_1062;Mix;Kurta;0.3;570;461.70;2298;2395;2395;2395;2395;2395;2395;2395;2395;2395;M
320;Os193_1062_L;Os193_1062;Mix;Kurta;0.3;570;461.70;2298;2395;2395;2395;2395;2395;2395;2395;2395;2395;L
321;Os193_1062_XL;Os193_1062;Mix;Kurta;0.3;570;461.70;2298;2395;2395;2395;2395;2395;2395;2395;2395;2395;XL
322;Os193_1062_2XL;Os193_1062;Mix;Kurta;0.3;570;461.70;2298;2395;2395;2395;2395;2395;2395;2395;2395;2395;2XL
323;Os193_1062_3XL;Os193_1062;Mix;Kurta;0.3;570;461.70;2298;2395;2395;2395;2395;2395;2395;2395;2395;2395;3XL
324;Os205_1054_S;Os205_1054;Mix;Kurta;0.3;570;461.70;2298;2395;2395;2395;2395;2395;2395;2395;2395;2395;S
325;Os205_1054_M;Os205_1054;Mix;Kurta;0.3;570;461.70;2298;2395;2395;2395;2395;2395;2395;2395;2395;2395;M
326;Os205_1054_L;Os205_1054;Mix;Kurta;0.3;570;461.70;2298;2395;2395;2395;2395;2395;2395;2395;2395;2395;L
327;Os205_1054_XL;Os205_1054;Mix;Kurta;0.3;570;461.70;2298;2395;2395;2395;2395;2395;2395;2395;2395;2395;XL
328;Os205_1054_2XL;Os205_1054;Mix;Kurta;0.3;570;461.70;2298;2395;2395;2395;2395;2395;2395;2395;2395;2395;2XL
329;Os205_1054_3XL;Os205_1054;Mix;Kurta;0.3;570;461.70;2298;2395;2395;2395;2395;2395;2395;2395;2395;2395;3XL
330;Os203_1100_S;Os203_1100;Mix;Kurta;0.3;529;428.49;2138;2395;2395;2395;2395;2395;2395;2395;2395;2395;S
331;Os203_1100_M;Os203_1100;Mix;Kurta;0.3;529;428.49;2138;2395;2395;2395;2395;2395;2395;2395;2395;2395;M
332;Os203_1100_L;Os203_1100;Mix;Kurta;0.3;529;428.49;2138;2395;2395;2395;2395;2395;2395;2395;2395;2395;L
333;Os203_1100_XL;Os203_1100;Mix;Kurta;0.3;529;428.49;2138;2395;2395;2395;2395;2395;2395;2395;2395;2395;XL
334;Os203_1100_2XL;Os203_1100;Mix;Kurta;0.3;529;428.49;2138;2395;2395;2395;2395;2395;2395;2395;2395;2395;2XL
335;Os203_1100_3XL;Os203_1100;Mix;Kurta;0.3;529;428.49;2138;2395;2395;2395;2395;2395;2395;2395;2395;2395;3XL
336;Os204_3091_S;Os204_3091;Mix;Kurta;0.3;529;428.49;2138;2395;2395;2395;2395;2395;2395;2395;2395;2395;S
337;Os204_3091_M;Os204_3091;Mix;Kurta;0.3;529;428.49;2138;2395;2395;2395;2395;2395;2395;2395;2395;2395;M
338;Os204_3091_L;Os204_3091;Mix;Kurta;0.3;529;428.49;2138;2395;2395;2395;2395;2395;2395;2395;2395;2395;L
339;Os204_3091_XL;Os204_3091;Mix;Kurta;0.3;529;428.49;2138;2395;2395;2395;2395;2395;2395;2395;2395;2395;XL
340;Os204_3091_2XL;Os204_3091;Mix;Kurta;0.3;529;428.49;2138;2395;2395;2395;2395;2395;2395;2395;2395;2395;2XL
341;Os204_3091_3XL;Os204_3091;Mix;Kurta;0.3;529;428.49;2210;2395;2395;2395;2395;2295;2295;2395;2395;2395;3XL
342;Os160_S;Os160;Mix;Kurta;0.3;424;343.44;2240;1695;1695;1695;1695;1695;1795;1695;1895;1695;S
343;Os160_M;Os160;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1895;1695;M
344;Os160_L;Os160;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1895;1695;L
345;Os160_XL;Os160;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1895;1695;XL
346;Os160_2XL;Os160;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1895;1695;2XL
347;Os160_3XL;Os160;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1895;1695;3XL
348;Os162_S;Os162;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1895;1695;S
349;Os162_M;Os162;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1895;1695;M
350;Os162_L;Os162;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1895;1695;L
351;Os162_XL;Os162;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1895;1695;XL
352;Os162_2XL;Os162;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1895;1695;2XL
353;Os162_3XL;Os162;Mix;Kurta;0.3;424;343.44;1695;1695;1695;1695;1695;1695;1795;1695;1895;1695;3XL
354;Os110_14253_S;Os110_14253;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;S
355;Os110_14253_M;Os110_14253;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;M
356;Os110_14253_L;Os110_14253;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;L
357;Os110_14253_XL;Os110_14253;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;XL
358;Os110_14253_2XL;Os110_14253;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;2XL
359;Os110_14253_3XL;Os110_14253;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;3XL
360;Os117_3063_S;Os117_3063;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;S
361;Os117_3063_M;Os117_3063;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;M
362;Os117_3063_L;Os117_3063;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;L
363;Os117_3063_XL;Os117_3063;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;XL
364;Os117_3063_2XL;Os117_3063;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;2XL
365;Os117_3063_3XL;Os117_3063;Mix;Kurta;0.3;381;308.61;1595;1595;1595;1595;1595;1595;1595;1595;1595;1595;3XL
366;Os122_1736_S;Os122_1736;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1895;S
367;Os122_1736_M;Os122_1736;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1895;M
368;Os122_1736_L;Os122_1736;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;L
369;Os122_1736_XL;Os122_1736;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;XL
370;Os122_1736_2XL;Os122_1736;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1895;2XL
371;Os122_1736_3XL;Os122_1736;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1895;3XL
372;Os119_3094_S;Os119_3094;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;S
373;Os119_3094_M;Os119_3094;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;M
374;Os119_3094_L;Os119_3094;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;L
375;Os119_3094_XL;Os119_3094;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;XL
376;Os119_3094_2XL;Os119_3094;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;2XL
377;Os119_3094_3XL;Os119_3094;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1995;3XL
378;Os120_14412_S;Os120_14412;Mix;Kurta;0.3;471;381.51;1895;1895;1895;1895;1895;1895;1995;1895;1895;1895;S
